Shoulder_Angle_Left,Shoulder_Angle_Right,Elbow_Angle_Left,Elbow_Angle_Right,Hip_Angle_Left,Hip_Angle_Right,Knee_Angle_Left,Knee_Angle_Right
27.628357,53.168858,31.970741,29.533997,175.24037,173.36018,176.06377,177.78229
32.354507,57.5195,34.290184,31.700432,176.7965,171.71658,176.59175,177.11485
36.824802,61.180904,35.20511,35.21121,177.3397,171.75644,177.04149,177.46092
41.092712,64.45719,38.82164,36.067856,177.98956,170.89278,177.84677,175.24564
47.148293,67.51091,42.618523,45.412766,176.84767,171.37177,175.16882,176.23288
61.20255,85.238464,47.918377,49.83973,178.66278,170.40852,177.55783,175.45273
67.70283,92.797295,52.04844,58.13324,178.44858,171.12193,177.91925,176.55263
73.27241,96.36359,54.87088,62.827698,177.80046,172.87442,179.96042,176.01178
79.280235,102.67036,60.10341,68.058975,178.52475,172.58243,178.72359,176.76923
99.25477,122.46031,81.63657,97.026695,175.83678,174.32687,178.48224,178.01573
95.02461,116.80369,77.84955,87.115265,175.32185,175.10979,179.33823,177.44304
102.18757,123.43628,82.96634,93.11741,174.80614,176.77371,179.97202,178.92972
107.57432,129.8556,91.24762,99.3978,175.6303,175.10927,178.96164,178.38467
115.779335,139.84343,110.37599,113.63725,179.06245,173.83492,178.55923,177.3501
121.76244,144.70692,117.03432,119.81572,179.26857,174.0201,178.959,177.84995
126.74252,148.0109,122.909355,125.18992,178.7474,174.48167,178.66336,177.5664
132.02194,151.69464,131.29097,130.5703,177.77762,175.45242,179.8405,176.46951
137.55617,159.07066,139.79057,143.00269,178.44328,174.3908,179.56657,179.27017
141.22092,158.91049,143.12305,143.34177,179.42596,175.0348,177.86072,178.19885
143.76164,160.85965,146.25592,146.90697,179.0018,174.9663,176.65607,177.95128
147.96228,164.12657,145.37787,153.82785,179.81128,175.20232,180.0,178.67601
151.30327,165.56586,149.34027,156.4838,178.96579,174.9806,178.11673,178.719
151.46783,164.01595,152.9653,157.43497,178.66689,174.67531,178.85258,174.91344
154.11406,165.21898,155.70882,160.86882,178.84427,174.63527,179.39963,176.3513
156.04149,165.74142,158.28206,164.06552,178.97626,175.31181,178.3831,175.52612
152.54765,164.05432,179.83214,179.59169,167.47505,178.60086,108.29922,137.04317
152.29623,164.21266,179.97202,179.26805,167.79512,178.52885,107.7706,136.59795
151.98033,164.11868,179.95152,178.88829,168.10008,177.99591,108.11795,136.21002
154.0506,160.23648,179.65735,176.13486,167.3453,170.68127,142.51205,164.7748
153.73985,162.09918,179.8082,176.23328,167.725,171.69463,142.2738,161.2415
152.35294,162.29863,178.52725,174.4666,166.88943,172.69875,139.41861,157.99232
148.97313,159.65195,174.38757,169.74843,166.20563,172.67937,136.82906,157.88474
139.85019,160.49796,165.78255,172.65855,170.70677,175.06937,110.50793,134.89818
136.69737,157.20598,163.17274,164.23955,169.37106,175.2545,112.656624,134.38521
135.0669,156.2907,156.26274,160.8836,164.81601,176.03685,113.77588,134.71416
129.66278,149.21686,152.02878,146.23341,166.6206,174.10492,111.33153,135.78256
133.31763,146.16185,152.29803,139.27405,163.99991,176.05438,101.230034,131.71307
122.48754,141.41214,141.54927,135.02147,165.09274,176.33899,105.142395,127.25704
115.77273,124.68689,133.9534,117.07169,163.86992,174.95312,107.59523,132.67941
107.759605,93.27141,134.16345,83.14658,169.75565,172.04344,118.754715,142.18787
103.74993,93.96398,107.51457,112.43243,169.76424,179.66544,96.67277,133.94777
104.827965,93.6569,115.936386,85.8201,164.1834,174.70508,101.179405,133.52016
101.01153,93.88268,119.94485,81.84807,162.98181,175.78145,104.15687,132.04073
87.78688,64.83464,90.29799,54.37244,165.59561,175.56676,106.506355,138.19164
80.115746,77.658226,73.824646,94.19062,170.57979,179.21465,100.951324,129.76985
82.235794,75.17898,109.46785,73.94457,164.06076,174.98349,99.820435,129.4938
72.20581,67.465706,102.61501,65.87459,162.59006,174.0286,97.22527,136.80698
65.71406,65.80803,99.58843,59.25477,163.90634,173.5106,96.986435,138.729
61.913734,63.57874,96.750595,61.115074,167.9098,174.45082,108.69422,127.51461
52.163933,55.284004,97.30475,56.98398,168.31845,174.03831,107.132355,128.91258
47.618103,52.791603,97.56822,50.232193,166.93263,174.5605,97.8023,132.41641
43.00917,51.020096,96.36608,46.180233,167.12341,173.27046,93.7843,129.74669
41.049404,48.539837,94.5242,42.735188,167.04929,172.65433,93.243454,133.14024
38.684044,47.517033,93.011536,43.122787,166.73846,172.14056,94.40998,134.75333
36.709156,46.409843,91.160484,46.30749,165.73526,174.22606,94.04795,133.64474
36.312172,46.640705,90.510735,45.670116,165.87535,174.53944,95.8504,132.15211
35.327477,46.479694,90.2826,44.74361,165.61555,174.93326,96.29763,131.4919
35.02076,46.55988,89.578636,44.722374,165.28873,175.41106,96.20728,131.0223
35.113487,46.69445,88.93654,44.36009,165.17137,175.28677,96.6403,132.23732
35.60142,46.230095,89.08007,44.206833,164.7164,175.10722,95.70702,133.36253
37.554348,46.88465,90.93197,42.422287,164.60951,173.37547,97.30817,133.64494
38.438656,47.093243,92.395996,42.716194,163.92921,174.36433,93.682945,131.06245
42.837345,50.72868,98.22486,47.516373,165.1122,174.51451,94.98996,125.80073
44.519306,52.312115,95.973366,49.123302,166.29433,174.28494,96.27017,125.58157
51.53961,54.825855,98.34075,55.095104,167.92436,173.07787,105.40899,128.28093
38.601383,36.06263,78.97489,18.466215,163.96147,175.76395,101.06339,140.14023
61.784138,59.48619,103.265755,61.75059,162.76788,174.362,101.65521,140.8295
70.69055,66.74554,109.32939,69.613464,162.04092,175.61603,101.48756,138.26326
56.56325,35.47007,80.30687,14.613402,162.04544,179.84172,101.7549,134.06909
80.30634,71.57359,111.681786,76.617966,161.00862,177.17055,99.7471,132.68141
83.172935,69.30241,106.22382,71.131454,160.7802,176.84357,103.68397,138.92862
81.789856,83.46959,75.7357,99.43261,170.56386,174.62129,110.27771,126.171974
82.52839,86.47496,76.808395,99.83366,172.61275,171.30324,120.04853,120.27562
93.238335,92.00265,90.92921,110.54773,167.16801,176.45424,103.14083,133.08682
109.220505,89.67419,117.10448,86.90936,159.7093,179.26617,104.30511,142.42496
179.16185,106.472305,157.54973,141.0948,161.60791,174.33223,104.681366,137.68617
111.59984,106.90318,124.2977,100.51917,161.73718,179.06601,109.67437,130.8918
125.865395,106.341805,126.00081,97.838806,160.25354,178.75368,105.02153,142.43274
122.55349,111.31924,140.81985,109.49166,160.62762,176.9425,105.26454,139.136
126.49426,120.67957,141.97305,114.08547,161.9764,178.49039,103.17176,131.23705
133.80148,125.169754,145.26804,121.27283,161.69981,179.25294,106.52214,134.43666
135.58003,131.86732,149.71815,127.74951,160.3824,179.33469,103.754974,132.89565
135.34369,136.21263,149.72362,134.35231,161.1287,178.96806,108.69373,134.85565
135.70248,138.10973,149.98697,135.22073,161.43263,179.7626,110.2561,135.11227
137.25499,143.4525,157.17035,138.66138,163.1439,178.57248,114.10378,133.08862
138.16396,145.50204,156.45894,140.24536,163.50221,178.99867,115.59597,133.37375
139.25389,148.97792,158.0955,147.0689,164.1079,178.41946,119.48832,137.60165
139.3271,150.34843,166.49013,161.40578,165.68105,178.40149,109.36367,134.01718
141.29532,155.83208,165.55272,166.13734,167.29857,177.71936,107.09685,131.50978
142.23343,157.57397,166.93723,167.19977,167.30907,178.06163,109.124374,132.13881
144.47235,159.83986,169.73462,174.56721,167.7565,178.6455,111.460724,131.5293
143.62602,159.973,168.62138,172.3105,168.15697,178.58127,117.22256,135.26198
144.57468,162.34462,169.03455,176.16502,168.28058,178.43102,117.29175,134.95753
150.39926,160.96384,175.05739,174.92865,163.79808,175.62073,137.98022,157.37292
151.56053,160.66594,176.11333,174.74188,163.50781,176.16946,138.13383,156.76244
152.41888,161.68912,176.01886,176.93848,164.14516,175.64227,138.75253,158.59348
147.33414,160.25345,171.37378,176.51204,168.17749,177.67981,118.59709,140.95323
152.62682,160.30359,175.2428,175.82495,164.15938,175.4754,138.53467,159.55617
152.48235,160.28001,175.52498,177.3397,164.7652,175.37746,138.39763,158.01581
152.35475,159.39737,175.22331,176.54793,164.25574,175.38461,137.56325,158.5485
152.00859,160.24757,174.84755,176.5668,165.33885,174.48952,138.10547,157.9535
151.70409,162.25905,174.29214,177.83362,166.239,173.70984,138.39442,157.05453
146.46835,162.33261,173.06354,179.8002,166.64339,177.1076,111.48019,140.41486
150.59238,161.15797,172.5847,175.41367,165.75514,173.89,136.81903,155.76625
145.97041,160.90825,167.814,172.7634,165.83646,174.59303,134.6503,152.64107
142.8679,159.03871,164.00027,169.13924,166.00143,175.06721,132.1034,150.0131
141.58574,156.67892,161.16461,163.05525,164.82285,177.07932,129.28539,145.52705
136.63582,152.46976,154.75781,156.62767,163.8024,178.17125,124.499245,141.34834
