Shoulder_Angle_Left,Shoulder_Angle_Right,Elbow_Angle_Left,Elbow_Angle_Right,Hip_Angle_Left,Hip_Angle_Right,Knee_Angle_Left,Knee_Angle_Right,Label
151.6481,139.26527,140.10744,138.76723,153.82271,152.8582,120.39615,107.736565,situp
157.70108,149.09143,144.87608,142.81079,155.5196,152.57526,120.89023,108.62646,situp
157.7786,149.3408,145.9764,143.45279,155.42389,152.55325,120.686104,108.40619,situp
169.24817,163.54196,156.55586,152.7682,153.56207,151.1318,118.643974,106.583084,situp
157.17227,149.72325,146.76132,143.39705,155.48225,152.71199,119.59031,108.77594,situp
141.58586,128.07559,142.88416,139.2659,156.97119,156.68639,119.31153,109.56596,situp
125.44893,98.86209,137.5298,132.1355,155.27232,154.90123,118.87573,105.60037,situp
100.75863,96.51876,120.15707,130.37787,149.37982,148.63138,113.15576,103.119774,situp
100.71851,96.51747,120.2044,130.71776,149.41066,148.6443,113.13335,103.14764,situp
86.987854,81.63084,139.01076,140.88573,143.11913,141.99542,108.73263,101.43437,situp
69.00757,64.64591,138.92267,128.18892,140.69478,136.50568,108.14106,103.05785,situp
55.685585,57.21813,149.95682,159.2034,133.58542,133.75676,99.65402,103.014626,situp
51.29054,51.14089,156.68582,161.88611,126.99176,125.14484,101.99104,101.06768,situp
51.61664,54.366615,166.57861,173.342,112.176476,113.70334,86.305695,94.4867,situp
51.47502,54.377216,166.3026,173.3182,112.30946,113.699684,86.538185,94.56466,situp
45.806366,50.4931,164.31676,175.41075,103.75694,108.79884,84.895134,95.8381,situp
46.266846,50.164227,164.41966,171.95755,95.65942,100.28114,85.3687,97.18154,situp
45.673527,51.236237,164.30777,176.1409,86.38414,92.41503,82.05768,94.2503,situp
45.533424,49.69498,165.4674,172.79993,83.90417,89.66872,83.643456,96.96945,situp
43.31527,53.4279,162.56311,174.50902,81.68946,85.76123,87.12844,97.74307,situp
43.40414,53.486275,162.62941,174.39938,81.71822,85.68344,87.35625,97.77136,situp
46.30043,54.25383,155.5389,166.47713,74.98199,75.71889,91.3063,93.12777,situp
49.54451,55.21561,159.00044,167.81158,72.3699,71.20294,93.20327,94.01101,situp
53.12199,55.702885,161.92552,165.62714,67.795,65.91459,93.24097,93.1401,situp
