Shoulder_Angle_Left,Shoulder_Angle_Right,Elbow_Angle_Left,Elbow_Angle_Right,Hip_Angle_Left,Hip_Angle_Right,Knee_Angle_Left,Knee_Angle_Right,Label
23.442953,5.189237,177.78362,124.47028,122.53279,170.7784,140.99016,172.45198,squad
21.588064,3.3165874,176.27248,126.88681,123.853096,171.81398,142.23999,172.53302,squad
20.199724,1.877948,176.50397,126.13862,125.86816,172.35046,144.67093,172.48648,squad
18.898285,0.6471007,176.56024,126.175156,126.230865,172.15457,146.09052,172.30528,squad
19.161366,0.923233,176.52316,126.578995,125.48128,171.07108,145.90556,171.12704,squad
19.24268,0.4668813,175.0882,122.42299,124.00627,170.30165,144.60052,170.75092,squad
20.741789,1.9220337,175.10646,118.60428,121.52749,167.26556,143.53566,168.24846,squad
22.38897,2.5767863,175.09819,114.56436,119.34371,164.16716,137.95915,168.1395,squad
23.542776,5.8663826,168.89377,106.9466,113.0723,159.81763,133.45026,165.53148,squad
28.506945,9.056163,176.00114,102.65366,107.315994,156.36078,127.17307,163.99739,squad
25.480867,7.720165,154.94359,88.95588,101.49893,153.43863,125.4214,164.30888,squad
35.42561,11.073057,83.27404,80.0836,95.81231,152.85626,117.19681,162.28583,squad
29.622478,13.538131,142.83112,75.36297,92.51948,151.37521,116.264046,161.41849,squad
27.140562,17.066946,134.8679,64.34356,81.72452,144.03313,109.35534,161.27866,squad
30.392448,18.03142,49.126896,61.66983,78.95543,145.73448,104.87915,158.14743,squad
41.12349,22.45654,5.8033967,49.178093,70.00031,142.42657,100.5664,158.8037,squad
35.982227,26.181896,74.558914,47.945057,67.655525,141.62016,97.29382,157.55682,squad
48.61498,32.923466,62.71420480189329,48.520264,58.329266,131.65567,97.20444,156.96414,squad
50.809937,38.146732,41.199657,47.108105,53.94739,128.32228,93.21482,153.73137,squad
53.507885,38.922558,108.311874,48.7456,50.973488,124.95727,93.71327,151.56285,squad
43.20462,32.61337,59.242443,41.758358,60.706142,133.10402,94.46749,151.85193,squad
39.378113,30.364075,128.48235,44.981308,64.11159,134.8328,95.77208,153.56538,squad
36.420578,29.460705,161.80678,46.50417,68.76922,139.19342,96.715836,158.1531,squad
35.39202,25.865953,123.36061,48.3123,79.15128,141.86244,106.195724,162.89095,squad
41.752235,26.485224,8.196326,48.07792,82.194,143.78949,112.25639,163.06023,squad
38.93853,25.295628,2.8529327,43.051952,87.44376,143.52745,117.889534,163.72223,squad
39.558064,29.691607,15.120342,47.409206,95.70235,150.20734,120.468575,167.44897,squad
39.13721,23.7426,7.7847743,46.056774,95.59197,147.30984,123.84789,165.0068,squad
33.725685,20.499887,18.927975,51.98109,102.9684,151.59914,129.02132,165.42935,squad
32.137108,19.961721,18.290188,54.791405,109.39217,154.77052,134.5868,166.88411,squad
34.748817,14.421693,10.899953,52.273582,119.60133,164.52478,148.61401,173.45032,squad
36.468403,14.353965,4.6303277,53.559986,120.35514,164.42381,150.47972,173.6271,squad
34.308533,14.770985,10.513633,51.665096,118.16352,166.2106,145.68962,175.87383,squad
35.217606,13.831399,10.233545,52.13058,116.33825,164.65991,144.64514,174.79243,squad
36.401627,13.592586,11.89161,52.446064,115.82665,164.61072,142.79709,173.99916,squad
37.16387,15.077866,23.681904,55.21383,107.986435,153.05586,134.18835,164.57268,squad
39.789837,17.669504,10.576724,51.516277,101.68608,146.86514,131.4256,160.82068,squad
39.20845,18.660328,10.0770235,50.90178,98.93373,149.37596,125.06876,162.66411,squad
41.746304,16.099758,10.337649,51.04538,94.8936,151.30956,118.003,166.61937,squad
42.29133,18.028498,8.200326,55.17227,90.288315,150.08124,114.450775,165.17795,squad
44.599373,24.5857,11.25951,56.65067,81.185234,146.7281,108.73425,164.06482,squad
46.425686,21.566065,8.879471,49.526493,75.42549,142.60313,104.617455,160.04987,squad
46.654743,28.592344,55.09565,59.19685,67.12792,136.78441,102.250046,163.32796,squad
38.296486,30.075804,89.404854,54.02423,64.56651,136.74446,97.98849,155.5899,squad
42.443966,31.340588,132.22961,47.86445,60.779022,132.58464,96.19067,152.42104,squad
40.640823,32.76404,65.80721,47.929985,56.88458,131.17453,93.86541,151.01256,squad
40.384064,33.010838,65.20707,50.29195,53.099327,128.22704,88.72198,148.44,squad
48.507793,43.42134,57.075798,46.6101,50.394047,118.3375,90.92629,144.65622,squad
54.2200263096282,38.46689,0.0,48.993362,47.240913,120.935104,94.790634,151.79987,squad
37.240425,35.156708,97.61142,53.12988,54.34243,125.829384,96.54912,153.87341,squad
49.304173,39.963844,62.67677,54.725285,63.17145,129.63606,97.83566,152.20929,squad
46.965866,37.851772,62.04377,56.047745,67.7029,133.61238,101.07851,155.14865,squad
39.27573,26.718437,36.659424,59.650784,68.68196,136.96957,101.853714,156.43498,squad
40.07386,26.490078,8.853037,62.320843,83.49175,142.62451,115.3502,160.75035,squad
46.240314,31.894266,5.2831264,62.599773,93.33732,147.17722,120.80899,165.54652,squad
42.3699,29.980032,12.069635,60.84727,98.25047,150.40173,123.2961,167.54796,squad
34.427204,19.127773,22.01579,57.683548,96.48246,151.19055,122.83245,168.13002,squad
34.76044,19.384203,23.658724,59.090755,97.57156,150.40697,124.60493,168.32487,squad
35.14116,17.930595,27.683361,56.224228,106.39047,159.09105,137.59705,175.57578,squad
34.343037,17.33772,29.201532,58.05112,109.33965,161.80374,139.32504,176.15218,squad
34.67917,17.336655,28.305145,60.186523,109.642555,161.45059,139.8679,175.7406,squad
34.309544,17.800474,30.77992,58.917522,110.05067,160.72339,139.99017,174.86407,squad
36.049,18.533676,27.535208,57.68761,106.79782,158.20284,138.21193,172.94759,squad
35.209885,19.656742,28.285788,56.903416,99.47017,148.62776,126.58789,164.4698,squad
34.183434,20.568878,29.19906,58.028114,97.04764,147.03496,125.50115,162.72661,squad
39.950726,28.1378,22.953926,52.829147,98.21413,148.83522,123.283966,164.7426,squad
37.705715,18.41225,22.381392,57.136078,90.040474,149.44331,113.1792,164.8454,squad
38.641094,21.520979,25.368486,60.29025,82.789314,144.71503,112.31695,163.37436,squad
